,mode,opurp,travday,tripno,vocc,bridge1,bridge2,county,workcnty,business,occuptn,vehicle,hour,hour_sin,hour_cos,target,otime
40866,1,2,2,2,1,4,0,2,4,9,3,2,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1416
40868,1,6,2,4,1,0,0,2,4,9,3,2,17,-0.9659258262890683,-0.25881904510252063,4.189654742026425,1700
40874,2,8,1,2,9,0,0,2,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
40876,1,2,4,2,1,0,0,2,9999999,6,3,2,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1758
40882,23,8,4,6,0,0,0,2,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1716
40884,1,4,4,8,1,0,0,2,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.07753744390572,2141
40889,1,2,4,2,1,0,0,2,2,4,1,1,20,-0.8660254037844386,0.5000000000000001,3.7376696182833684,2066
40891,1,2,5,2,2,0,0,2,1,4,5,2,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1700
40893,1,16,5,4,2,0,0,2,1,4,5,2,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
40895,14,2,5,4,2,0,0,2,4,8,5,0,16,-0.8660254037844384,-0.5000000000000004,4.762173934797756,1641
40897,2,16,5,8,2,0,0,2,4,8,5,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
40910,23,11,4,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
40912,22,10,4,4,0,0,0,2,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
40916,1,2,1,4,1,0,0,2,3,9,2,1,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1800
40918,1,6,3,2,1,0,0,2,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,3.912023005428146,2100
40922,8,2,5,6,0,0,0,2,3,7,5,0,19,-0.9659258262890684,0.2588190451025203,4.68213122712422,1900
40924,1,2,5,2,1,4,0,2,4,7,4,1,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1800
40927,1,7,5,5,1,0,0,2,4,7,4,1,23,-0.25881904510252157,0.9659258262890681,3.4965075614664802,2300
40929,1,8,1,3,1,0,0,2,2,8,4,1,7,0.9659258262890683,-0.25881904510252063,3.2188758248682006,700
40934,1,2,1,8,1,0,0,2,2,8,4,2,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1425
40936,8,2,2,3,0,0,0,2,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,4.51085950651685,1775
40941,1,2,4,3,1,0,0,2,1,9,2,2,17,-0.9659258262890683,-0.25881904510252063,4.382026634673881,1795
40943,1,2,4,2,1,0,0,2,1,9,2,1,18,-1.0,-1.8369701987210297e-16,4.418840607796598,1800
40945,1,2,1,2,1,0,0,2,2,8,5,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
40947,1,13,1,4,2,0,0,2,2,8,5,1,22,-0.5000000000000004,0.8660254037844384,3.5553480614894135,2233
40951,1,2,4,4,2,0,0,2,9999999,4,5,1,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1650
40953,2,2,4,2,2,0,0,2,9999999,4,12,0,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1800
40955,22,7,4,4,0,0,0,2,9999999,4,12,0,22,-0.5000000000000004,0.8660254037844384,3.4965075614664802,2250
40960,2,8,1,5,2,0,0,2,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.4965075614664802,2100
40976,1,11,3,2,1,0,0,2,2,9,5,2,12,1.2246467991473532e-16,-1.0,4.110873864173311,1200
40978,1,4,3,5,1,0,0,2,2,9,5,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
40980,1,11,3,7,1,0,0,2,2,9,5,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
40986,1,8,1,6,2,0,0,2,1,8,8,1,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2250
40988,1,2,3,2,1,0,0,2,2,5,2,1,17,-0.9659258262890683,-0.25881904510252063,3.8066624897703196,1716
40992,1,2,2,4,2,0,0,2,1,9,10,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
40994,1,2,5,4,3,0,0,2,1,9,1,2,16,-0.8660254037844384,-0.5000000000000004,4.5217885770490405,1633
40996,8,2,5,3,0,0,0,2,1,8,5,0,15,-0.7071067811865471,-0.7071067811865479,4.955827057601261,1583
41002,1,2,2,2,1,0,0,2,1,3,10,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
41013,2,9,4,2,2,0,0,2,9999999,9999999,9999999,3,11,0.258819045102521,-0.9659258262890682,3.7376696182833684,1183
41015,14,2,4,4,1,0,0,2,9999999,9,13,1,17,-0.9659258262890683,-0.25881904510252063,4.68213122712422,1750
41017,23,11,1,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1525
41019,1,2,2,2,1,0,0,2,1,9,8,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
41022,1,4,2,3,1,0,0,2,2,8,4,2,18,-1.0,-1.8369701987210297e-16,3.7376696182833684,1816
41026,8,8,3,2,0,0,0,2,1,9,8,0,9,0.7071067811865476,-0.7071067811865475,3.912023005428146,950
41028,2,9,3,4,2,0,0,2,1,9,8,0,23,-0.25881904510252157,0.9659258262890681,3.4965075614664802,2350
41030,1,2,3,2,1,0,0,2,2,9,5,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
41033,2,10,3,3,2,0,0,2,9999999,9999999,9999999,0,5,0.9659258262890683,0.25881904510252074,3.912023005428146,550
41036,1,10,3,3,1,0,0,2,9999999,0,1,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
41041,1,5,1,2,1,0,0,2,2,9,1,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,900
41045,1,2,1,7,1,0,0,2,2,9,1,1,15,-0.7071067811865471,-0.7071067811865479,4.31748811353631,1500
41049,1,2,5,4,1,0,0,2,2,9,3,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
41053,23,4,5,2,0,0,0,2,9999999,9999999,9999999,0,6,1.0,6.123233995736766e-17,3.4965075614664802,683
41060,1,9,1,3,1,0,0,2,2,4,5,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
41062,1,2,1,2,1,0,0,2,5,4,1,1,17,-0.9659258262890683,-0.25881904510252063,4.8283137373023015,1700
41068,1,10,4,6,1,0,0,2,3,9,1,1,18,-1.0,-1.8369701987210297e-16,3.8066624897703196,1800
41072,1,2,4,4,1,0,0,2,3,7,1,2,17,-0.9659258262890683,-0.25881904510252063,3.58351893845611,1700
41085,1,9,4,3,1,0,0,2,9999999,5,5,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1740
41087,1,2,5,2,1,0,0,2,2,0,1,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
41089,1,2,5,2,1,0,0,2,3,5,3,0,15,-0.7071067811865471,-0.7071067811865479,4.31748811353631,1575
41091,14,2,1,5,1,0,0,2,1,9,2,2,14,-0.4999999999999998,-0.8660254037844388,4.8283137373023015,1450
41093,1,8,1,2,1,0,0,2,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
41095,1,9,4,2,2,0,0,2,9999999,9999999,9999999,1,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1050
41097,2,9,4,2,2,0,0,2,9999999,9999999,9999999,1,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1050
41104,1,8,1,8,1,0,0,2,1,9999999,5,1,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2250
41106,1,2,3,2,1,0,0,2,2,3,9,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
41108,23,11,4,2,0,0,0,2,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.5263605246161616,1166
41110,23,8,4,4,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1458
41125,1,2,2,3,1,0,0,2,2,8,5,1,16,-0.8660254037844384,-0.5000000000000004,3.713572066704308,1650
41131,1,14,2,5,3,0,0,2,2,3,13,2,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1900
41133,1,3,1,2,1,0,0,2,2,4,2,1,19,-0.9659258262890684,0.2588190451025203,4.31748811353631,1900
41139,1,2,5,4,1,0,0,2,2,8,5,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41141,1,2,5,2,1,0,0,2,2,8,5,2,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1500
41148,2,10,4,3,2,0,0,2,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
41151,1,10,4,3,2,0,0,2,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
41155,1,13,1,2,2,0,0,2,3,8,1,1,9,0.7071067811865476,-0.7071067811865475,4.204692619390966,983
41159,1,2,1,6,1,0,0,2,3,8,1,1,16,-0.8660254037844384,-0.5000000000000004,4.672828834461906,1666
41165,2,5,1,2,2,0,0,2,2,9,2,1,9,0.7071067811865476,-0.7071067811865475,4.204692619390966,983
41167,23,9,1,4,0,0,0,2,2,9,2,0,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
41173,23,8,1,4,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1425
41181,9,16,1,4,0,0,0,2,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,4.31748811353631,1308
41191,2,8,3,2,2,0,0,2,9999999,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,3.7376696182833684,1608
41194,1,10,3,5,1,0,0,2,9999999,9999999,9999999,2,20,-0.8660254037844386,0.5000000000000001,3.4965075614664802,2050
41196,23,8,3,2,0,0,0,2,9999999,9999999,9999999,0,7,0.9659258262890683,-0.25881904510252063,4.430816798843313,766
41198,1,8,3,4,2,0,0,2,9999999,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,3.7376696182833684,1608
41201,1,11,3,3,1,0,0,2,4,0,2,1,21,-0.7071067811865477,0.7071067811865474,3.912023005428146,2183
41205,1,10,2,2,1,0,0,2,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.713572066704308,1450
41207,23,4,2,2,0,0,0,2,9999999,4,1,0,11,0.258819045102521,-0.9659258262890682,3.912023005428146,1100
41209,1,2,2,4,1,0,0,2,9999999,4,1,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41215,1,8,2,6,1,0,0,2,9999999,4,1,2,19,-0.9659258262890684,0.2588190451025203,3.4965075614664802,1983
41217,1,2,1,2,1,0,0,2,2,9,3,1,20,-0.8660254037844386,0.5000000000000001,3.4965075614664802,2050
41219,19,2,1,2,0,0,0,2,9999999,5,12,0,17,-0.9659258262890683,-0.25881904510252063,4.382026634673881,1720
41232,1,8,4,5,2,0,0,2,4,7,2,2,23,-0.25881904510252157,0.9659258262890681,3.871201010907891,2350
41235,1,2,5,3,1,0,0,2,2,8,2,1,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1700
41237,1,7,5,5,2,0,0,2,2,8,2,1,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2300
41244,2,7,5,7,0,0,0,2,9999999,9,2,0,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2275
41246,2,11,5,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1516
41248,2,11,5,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1516
41252,1,10,3,2,1,0,0,2,9999999,9999999,9999999,2,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1050
41254,1,5,3,2,1,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,4.204692619390966,1583
41258,1,3,5,4,2,0,0,2,2,4,1,1,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2000
41266,1,2,1,2,3,0,0,2,2,9,1,2,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1708
41268,2,2,1,2,3,0,0,2,2,9,1,2,17,-0.9659258262890683,-0.25881904510252063,4.634728988229636,1705
41270,1,2,1,2,1,0,0,2,2,7,13,3,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
41275,1,4,4,3,1,0,0,2,2,9999999,5,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1725
41279,1,8,4,2,1,0,0,2,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,3.258096538021482,1150
41283,1,16,4,4,1,0,0,2,2,9999999,1,3,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
41285,1,2,4,6,1,0,0,2,2,9999999,1,3,18,-1.0,-1.8369701987210297e-16,3.332204510175204,1805
41287,1,3,3,2,1,0,0,2,1,9,13,1,14,-0.4999999999999998,-0.8660254037844388,4.2626798770413155,1450
41289,1,7,3,4,1,0,0,2,1,9,13,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
41291,1,3,5,2,1,0,0,2,2,9,3,2,10,0.49999999999999994,-0.8660254037844387,3.912023005428146,1025
41297,1,10,5,8,2,0,0,2,2,9,3,2,18,-1.0,-1.8369701987210297e-16,3.4339872044851463,1830
41299,1,2,5,2,1,0,0,2,3,0,4,2,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1616
41301,2,10,5,4,2,0,0,2,3,0,4,2,18,-1.0,-1.8369701987210297e-16,3.4339872044851463,1830
41303,1,4,5,2,1,0,0,2,2,8,3,1,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
41306,23,4,2,3,0,0,0,2,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1166
41312,1,4,5,6,2,0,0,2,9999999,9,2,1,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2075
41316,1,4,3,2,1,0,0,2,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1400
41318,1,2,3,2,1,0,0,2,2,5,2,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
41322,1,2,3,2,1,0,0,2,9999999,9999999,9999999,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41324,1,6,3,4,1,0,0,2,9999999,9999999,9999999,3,23,-0.25881904510252157,0.9659258262890681,4.31748811353631,2300
41326,1,2,4,2,1,0,0,2,9999999,9999999,2,1,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1583
41332,1,10,4,7,2,0,0,2,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
41334,1,2,2,2,1,0,0,2,2,9,7,2,15,-0.7071067811865471,-0.7071067811865479,3.5263605246161616,1591
41338,1,2,2,4,1,0,0,2,2,0,2,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
41340,22,11,2,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
41342,23,11,2,2,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1483
41344,1,2,3,2,1,0,0,2,2,3,1,2,15,-0.7071067811865471,-0.7071067811865479,3.7376696182833684,1583
41360,2,6,4,2,3,0,0,2,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
41361,2,6,4,1,3,0,0,2,2,9,1,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
41363,1,6,4,2,3,0,0,2,2,9,13,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
41367,1,11,4,2,1,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
41369,1,8,2,3,4,0,0,2,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,4.955827057601261,1183
41371,2,7,2,6,2,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1933
41376,1,7,2,5,2,0,0,2,1,9,2,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1933
41378,1,2,2,2,1,0,0,2,2,0,13,1,13,-0.2588190451025208,-0.9659258262890683,3.4965075614664802,1325
41383,1,13,2,5,2,0,0,2,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
41385,2,2,2,2,2,0,0,2,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
41390,1,8,3,5,1,0,0,2,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41394,1,2,3,4,1,0,0,2,1,7,1,3,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1750
41400,2,7,2,4,0,0,0,2,2,7,2,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
41402,1,2,2,2,1,0,0,2,2,4,4,2,18,-1.0,-1.8369701987210297e-16,3.5263605246161616,1866
41404,1,7,2,4,2,0,0,2,2,4,4,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
41411,14,7,5,9,1,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,4.8283137373023015,1950
41413,2,7,2,2,2,0,0,2,9999999,9999999,9999999,0,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1975
41417,1,4,2,4,1,0,0,2,1,4,3,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1250
41422,1,2,5,5,1,0,0,2,2,0,5,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41424,1,4,5,7,2,0,0,2,2,0,5,3,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
41431,1,8,5,7,1,0,0,2,9999999,5,5,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
41433,1,4,5,9,2,0,0,2,9999999,5,5,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
41436,2,4,5,3,1,0,0,2,9999999,7,5,0,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1200
41438,2,4,5,5,2,0,0,2,9999999,7,5,0,0,0.0,1.0,3.2188758248682006,25
41442,1,3,5,4,1,0,0,2,2,5,8,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41445,1,4,5,7,2,0,0,2,2,5,8,2,0,0.0,1.0,3.2188758248682006,25
41452,1,14,5,9,1,0,0,2,9999999,9,4,1,19,-0.9659258262890684,0.2588190451025203,3.4965075614664802,1975
41464,1,2,3,3,1,3,0,2,9999999,5,1,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
41471,1,16,3,5,1,0,0,2,2,8,4,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1950
41473,15,2,3,4,0,0,0,2,9999999,0,2,0,17,-0.9659258262890683,-0.25881904510252063,4.2626798770413155,1725
41480,1,2,3,5,1,0,0,2,2,3,1,6,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
41484,2,8,3,8,2,0,0,2,3,4,2,0,20,-0.8660254037844386,0.5000000000000001,4.605170185988092,2000
41486,15,2,1,4,0,0,0,2,3,9,6,0,18,-1.0,-1.8369701987210297e-16,4.51085950651685,1800
41488,2,5,1,2,2,0,0,2,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,3.912023005428146,1000
41499,1,4,3,5,1,0,0,2,5,5,1,1,17,-0.9659258262890683,-0.25881904510252063,3.5263605246161616,1716
41514,1,2,4,2,1,0,0,2,1,8,4,0,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1725
41522,1,2,1,2,1,0,0,2,9,9,4,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1750
41524,1,2,1,2,1,0,0,2,2,8,1,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
41526,2,16,4,2,2,0,0,2,2,9,5,0,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
41528,1,2,3,2,2,0,0,2,2,9,8,2,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41532,23,2,3,2,0,0,0,2,2,7,1,0,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2300
41534,1,2,5,2,1,0,0,2,2,7,4,0,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
41536,1,7,5,4,1,0,0,2,2,7,4,0,22,-0.5000000000000004,0.8660254037844384,4.31748811353631,2275
41550,1,2,4,6,1,0,0,2,2,0,2,1,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1651
41558,1,11,4,2,1,0,0,2,2,4,11,4,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1100
41560,1,2,4,4,1,0,0,2,2,4,11,4,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
41575,8,2,3,8,0,0,0,2,1,0,5,0,16,-0.8660254037844384,-0.5000000000000004,4.7535901911063645,1650
41577,9,11,3,3,0,0,0,2,9999999,9999999,9999999,0,12,1.2246467991473532e-16,-1.0,4.0943445622221,1250
41581,1,2,4,2,1,0,0,2,1,0,2,0,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
41583,2,2,1,3,2,0,0,2,2,8,5,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
41585,1,2,1,2,1,0,0,2,1,9,4,2,16,-0.8660254037844384,-0.5000000000000004,4.189654742026425,1650
41587,2,11,2,2,2,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
41589,23,11,2,2,0,0,0,2,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41591,2,2,5,3,2,0,0,2,2,2,4,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
41593,23,11,5,2,0,0,0,2,9999999,2,8,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
41601,1,2,4,2,1,0,0,2,2,5,11,1,7,0.9659258262890683,-0.25881904510252063,3.2188758248682006,708
41603,1,2,4,2,2,0,0,2,2,5,11,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1908
41605,2,2,4,2,2,0,0,2,2,5,11,2,7,0.9659258262890683,-0.25881904510252063,3.2188758248682006,708
41607,1,2,2,2,1,0,0,2,2,9,2,3,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1500
41609,1,2,2,2,1,0,0,2,2,0,7,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1725
41611,1,2,3,2,1,0,0,2,2,0,5,1,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1700
41620,1,16,2,10,2,0,0,2,2,8,4,2,23,-0.25881904510252157,0.9659258262890681,3.713572066704308,2350
41627,1,8,2,7,4,0,0,2,2,9,1,2,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2016
41633,2,8,2,6,4,0,0,2,9999999,9999999,9999999,2,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2016
41639,2,8,2,6,4,0,0,2,9999999,9999999,9999999,2,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2016
41642,1,9,2,3,1,0,0,2,2,8,5,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1175
41644,1,16,2,5,1,0,0,2,2,8,5,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1570
41648,1,4,5,4,1,0,0,2,9999999,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2050
41650,15,2,1,4,0,0,0,2,9999999,4,2,0,18,-1.0,-1.8369701987210297e-16,4.51085950651685,1800
41652,1,2,1,2,1,0,0,2,1,9,2,1,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1800
41662,1,4,1,4,1,0,0,2,9999999,4,1,1,12,1.2246467991473532e-16,-1.0,3.7376696182833684,1283
41664,1,10,1,6,1,0,0,2,9999999,4,1,1,16,-0.8660254037844384,-0.5000000000000004,4.060443010546419,1608
41669,1,2,2,2,1,0,0,2,2,0,7,1,10,0.49999999999999994,-0.8660254037844387,3.912023005428146,1050
41679,1,4,5,11,2,0,0,2,2,3,9999999,1,22,-0.5000000000000004,0.8660254037844384,4.430816798843313,2266
41685,1,4,5,6,1,0,0,2,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
41687,2,4,5,9,1,0,0,2,9999999,9999999,9999999,0,22,-0.5000000000000004,0.8660254037844384,4.430816798843313,2266
41690,22,9,1,3,0,0,0,2,2,9,2,0,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1775
41694,1,2,5,2,1,0,0,2,9999999,9,2,1,21,-0.7071067811865477,0.7071067811865474,4.060443010546419,2100
41698,1,8,1,5,1,0,0,2,2,5,12,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
41710,1,2,2,7,1,0,0,2,2,5,12,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
41714,1,11,1,4,3,0,0,2,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,4.060443010546419,1450
41725,1,2,5,5,1,0,0,2,2,9,4,3,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
41727,1,2,5,2,1,0,0,2,2,9,2,2,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
41732,1,6,5,7,3,0,0,2,2,9,2,2,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1783
41738,1,11,5,3,3,0,0,2,9999999,9999999,9999999,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
41741,1,11,5,3,3,0,0,2,9999999,9999999,9999999,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
41745,1,13,5,4,2,0,0,2,2,5,8,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1200
41747,1,10,5,6,2,0,0,2,2,5,8,1,16,-0.8660254037844384,-0.5000000000000004,4.948759890378168,1650
41751,1,2,5,2,1,0,0,2,9999999,5,11,2,17,-0.9659258262890683,-0.25881904510252063,4.890349128221754,1725
41753,1,2,4,2,2,0,0,2,1,0,1,1,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1700
41755,1,2,4,2,1,0,0,2,9999999,9,3,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
41756,1,2,2,1,1,0,0,2,2,9,8,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
41758,1,2,2,2,1,0,0,2,2,9999999,9999999,2,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
41760,23,9,2,2,0,0,0,2,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1075
41766,1,9,4,7,2,0,0,2,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1666
41768,1,13,4,9,4,0,0,2,9999999,9999999,9999999,1,23,-0.25881904510252157,0.9659258262890681,3.912023005428146,2313
41774,2,9,4,7,2,0,0,2,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1666
41776,2,13,4,9,4,0,0,2,9999999,9999999,9999999,1,23,-0.25881904510252157,0.9659258262890681,3.912023005428146,2313
