,mode,opurp,travday,tripno,vocc,bridge1,bridge2,county,workcnty,business,occuptn,vehicle,hour,hour_sin,hour_cos,target,otime
7948,1,10,3,5,2,0,0,4,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,4.07753744390572,1416
7952,23,2,5,2,0,0,0,4,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,4.51085950651685,2100
7954,1,11,1,2,1,0,0,4,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.7376696182833684,1558
7956,1,3,2,2,1,0,0,4,4,0,8,1,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1300
7958,1,10,2,2,1,0,0,4,9999999,9999999,9,2,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1633
7960,2,2,2,2,2,0,0,4,4,9,8,0,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7962,1,2,3,2,1,0,0,4,4,7,5,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1525
7964,1,2,3,2,1,0,0,4,4,9,8,1,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
7966,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
7968,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
7972,1,8,5,4,2,0,0,4,9999999,9,1,1,11,0.258819045102521,-0.9659258262890682,3.970291913552122,1145
7974,1,2,5,2,1,0,0,4,4,0,1,1,12,1.2246467991473532e-16,-1.0,3.8918202981106265,1201
7977,1,8,5,5,2,0,0,4,4,0,1,1,11,0.258819045102521,-0.9659258262890682,3.970291913552122,1145
7979,14,2,5,3,1,0,0,4,9999999,9,5,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1683
7981,1,4,5,6,1,0,0,4,9999999,9,5,1,23,-0.25881904510252157,0.9659258262890681,3.4965075614664802,2300
7992,1,16,1,9,1,0,0,4,9999999,8,5,1,19,-0.9659258262890684,0.2588190451025203,3.4657359027997265,1976
7999,1,9,4,7,1,0,0,4,4,9,2,1,16,-0.8660254037844384,-0.5000000000000004,3.1354942159291497,1603
8001,1,4,4,9,2,0,0,4,4,9,2,1,21,-0.7071067811865477,0.7071067811865474,3.5553480614894135,2115
8006,2,4,4,5,2,0,0,4,4,4,2,0,14,-0.4999999999999998,-0.8660254037844388,3.713572066704308,1400
8012,3,11,4,6,2,0,0,4,4,4,1,3,21,-0.7071067811865477,0.7071067811865474,4.418840607796598,2150
8016,1,2,4,4,1,1,0,4,1,4,5,2,17,-0.9659258262890683,-0.25881904510252063,3.970291913552122,1700
8019,1,9,4,7,1,0,0,4,1,4,5,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1975
8021,1,2,4,2,1,0,0,4,1,9,2,2,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1625
8026,1,12,4,7,3,0,0,4,1,9,2,0,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1716
8028,1,2,2,2,1,0,0,4,4,6,10,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
8030,1,2,5,2,1,0,0,4,4,9,5,2,9,0.7071067811865476,-0.7071067811865475,3.912023005428146,900
8034,1,3,5,6,2,0,0,4,4,9,5,2,14,-0.4999999999999998,-0.8660254037844388,4.31748811353631,1475
8038,2,3,5,4,2,0,0,4,4,9,10,2,14,-0.4999999999999998,-0.8660254037844388,4.31748811353631,1475
8040,1,2,5,3,2,0,0,4,4,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
8042,2,2,5,2,2,0,0,4,4,9,2,0,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1775
8046,8,9,1,4,0,0,0,4,9999999,9999999,9999999,0,19,-0.9659258262890684,0.2588190451025203,3.713572066704308,1950
8050,8,9,1,4,0,0,0,4,9999999,9999999,9999999,0,19,-0.9659258262890684,0.2588190451025203,3.713572066704308,1950
8054,8,9,1,4,0,0,0,4,9999999,9999999,9999999,0,19,-0.9659258262890684,0.2588190451025203,3.713572066704308,1950
8062,2,11,3,2,2,0,0,4,9999999,9999999,9999999,3,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1475
8064,1,2,3,2,1,0,0,4,4,0,2,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1625
8069,1,2,3,2,2,0,0,4,4,0,2,3,14,-0.4999999999999998,-0.8660254037844388,4.189654742026425,1475
8073,1,8,3,6,1,0,0,4,4,0,2,3,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2025
8075,1,9,4,2,1,0,0,4,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
8077,1,2,4,2,1,0,0,4,4,9,2,2,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1458
8082,1,4,4,3,1,0,0,4,4,9,2,2,18,-1.0,-1.8369701987210297e-16,3.1354942159291497,1800
8089,1,11,3,7,1,0,0,4,9,9,1,1,22,-0.5000000000000004,0.8660254037844384,4.31748811353631,2225
8093,23,9,5,2,0,0,0,4,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.7376696182833684,1116
8100,1,9,1,4,1,0,0,4,2,9,13,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
8103,1,10,1,7,1,0,0,4,2,9,13,1,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2225
8109,1,10,2,6,1,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1708
8115,1,2,1,3,1,0,0,4,9999999,8,1,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
8125,2,8,3,5,5,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1583
8127,1,2,4,3,3,0,0,4,5,8,1,2,17,-0.9659258262890683,-0.25881904510252063,4.51085950651685,1725
8129,1,2,4,2,1,0,0,4,4,9,5,0,17,-0.9659258262890683,-0.25881904510252063,3.8501476017100584,1778
8131,3,2,1,2,1,0,0,4,4,9,12,4,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
8135,1,2,1,4,1,0,0,4,2,8,1,2,16,-0.8660254037844384,-0.5000000000000004,3.8066624897703196,1680
8138,1,11,3,3,2,0,0,4,9999999,9999999,9999999,3,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
8141,2,8,3,6,2,0,0,4,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
8143,1,2,3,2,1,0,0,4,4,3,11,1,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
8148,1,2,4,5,1,0,0,4,4,9,8,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
8151,1,8,4,8,2,0,0,4,4,9,8,1,22,-0.5000000000000004,0.8660254037844384,3.7376696182833684,2233
8154,1,2,5,3,2,0,0,4,4,4,3,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1975
8157,2,2,5,3,2,0,0,4,4,4,5,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1975
8159,1,10,5,5,1,0,0,4,4,4,5,1,20,-0.8660254037844386,0.5000000000000001,3.4965075614664802,2033
8167,2,2,1,6,2,1,0,4,1,6,10,2,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1708
8173,1,2,4,5,1,0,0,4,4,9,13,3,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
8175,1,2,4,2,2,0,0,4,4,9,2,1,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1500
8177,2,17,4,2,2,0,0,4,9999999,9999999,4,1,15,-0.7071067811865471,-0.7071067811865479,4.204692619390966,1533
8179,1,2,5,2,1,0,0,4,4,6,5,1,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
8181,1,2,5,2,1,0,0,4,4,9,1,2,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
8186,1,8,1,5,1,0,0,4,4,9,1,2,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
8198,1,3,1,6,1,0,0,4,4,9,1,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
8200,2,8,1,2,4,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1550
8212,1,2,4,2,1,4,0,4,2,4,11,1,15,-0.7071067811865471,-0.7071067811865479,4.890349128221754,1500
8224,1,10,4,8,1,0,0,4,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1583
8226,23,10,4,2,0,0,0,4,9999999,9999999,9999999,0,7,0.9659258262890683,-0.25881904510252063,3.2188758248682006,725
8236,1,15,3,8,1,0,0,4,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1763
8240,2,2,2,2,2,0,0,4,4,6,4,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
8244,1,13,2,4,2,0,0,4,4,9,8,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
8248,1,4,2,4,1,0,0,4,2,5,3,1,15,-0.7071067811865471,-0.7071067811865479,4.204692619390966,1541
8251,1,7,2,7,2,0,0,4,2,5,3,2,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
8259,1,14,2,9,1,0,0,4,9999999,9999999,9999999,2,12,1.2246467991473532e-16,-1.0,3.4011973816621555,1250
8263,1,4,2,13,2,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.6375861597263857,1728
8267,2,4,2,4,2,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1725
8269,2,10,2,6,2,0,0,4,9999999,9999999,9999999,2,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
8271,1,2,3,2,1,0,0,4,4,7,5,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
8273,1,2,3,2,1,0,0,4,4,9,8,2,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
8278,1,10,1,4,2,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
8285,1,2,4,7,1,0,0,4,4,5,8,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
8289,1,2,3,4,1,0,0,4,9999999,3,10,1,16,-0.8660254037844384,-0.5000000000000004,3.091042453358316,1658
8294,1,11,3,5,1,0,0,4,4,0,5,2,21,-0.7071067811865477,0.7071067811865474,4.5217885770490405,2158
8305,1,3,5,7,1,0,0,4,4,3,10,2,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1700
8309,1,2,3,2,1,0,0,4,4,0,1,1,11,0.258819045102521,-0.9659258262890682,3.7376696182833684,1158
8315,1,2,3,4,2,0,0,4,4,5,12,0,17,-0.9659258262890683,-0.25881904510252063,4.68213122712422,1700
8319,1,2,2,2,0,0,0,4,4,0,2,2,16,-0.8660254037844384,-0.5000000000000004,4.8283137373023015,1600
8321,23,11,1,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,4.060443010546419,1558
8323,1,2,1,2,1,0,0,4,3,9999999,1,0,18,-1.0,-1.8369701987210297e-16,4.8283137373023015,1841
8327,1,2,2,5,3,0,0,4,4,4,5,1,16,-0.8660254037844384,-0.5000000000000004,4.418840607796598,1625
8331,1,2,2,2,1,0,0,4,3,4,1,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1950
8334,1,2,2,4,2,0,0,4,9999999,9,5,2,0,0.0,1.0,4.605170185988092,0
8337,2,16,2,3,2,0,0,4,9999999,9999999,9999999,2,0,0.0,1.0,3.912023005428146,50
8339,1,2,2,2,1,0,0,4,4,4,13,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
8353,1,11,5,4,1,0,0,4,4,9,13,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1108
8369,22,8,2,3,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
8371,8,11,2,4,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1525
8374,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.4965075614664802,1400
8376,1,13,4,2,1,0,0,4,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,3.2188758248682006,800
8379,1,7,4,6,2,0,0,4,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.4965075614664802,1300
8381,1,13,4,9,2,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1675
8385,2,2,4,4,2,0,0,4,4,9,13,1,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1675
8387,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1575
8391,1,2,2,2,1,0,0,4,4,3,13,4,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
8398,1,2,4,2,1,0,0,4,4,9,6,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
8402,1,2,2,2,1,0,0,4,4,9,5,1,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1700
8409,23,11,2,3,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1641
8411,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1533
8420,2,9,1,6,2,0,0,4,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
8426,1,9,1,6,2,0,0,4,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1300
8428,1,2,4,2,1,0,0,4,4,9,2,1,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
8431,2,4,4,5,4,0,0,4,4,9,2,1,19,-0.9659258262890684,0.2588190451025203,4.574710978503383,1966
8438,1,6,5,7,2,0,0,4,4,9,2,1,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1750
8440,1,6,5,10,1,0,0,4,4,9,2,1,2,0.49999999999999994,0.8660254037844387,3.2188758248682006,200
8452,1,4,4,7,1,0,0,4,4,7,1,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1825
8460,1,2,3,8,1,0,0,4,4,9,4,2,22,-0.5000000000000004,0.8660254037844384,3.5263605246161616,2216
8462,1,2,3,4,2,0,0,4,4,4,1,1,17,-0.9659258262890683,-0.25881904510252063,4.204692619390966,1716
8469,23,11,3,4,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
8478,23,10,2,3,0,0,0,4,9999999,9999999,9999999,0,9,0.7071067811865476,-0.7071067811865475,3.6888794541139363,993
8528,1,9,3,7,1,0,0,4,4,0,1,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1275
8532,1,7,3,11,2,0,0,4,4,0,1,1,21,-0.7071067811865477,0.7071067811865474,3.912023005428146,2150
8538,1,16,2,4,1,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
8543,2,2,3,3,2,0,0,4,4,4,2,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
8545,1,2,3,3,2,0,0,4,4,9,2,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1675
8547,1,2,2,2,1,4,0,4,9999999,5,2,5,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1800
8549,1,2,2,2,1,3,0,4,2,5,3,4,23,-0.25881904510252157,0.9659258262890681,3.912023005428146,2300
8551,1,2,2,2,1,0,0,4,9999999,5,2,3,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1800
8553,1,2,2,2,1,0,0,4,9999999,9999999,9999999,6,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1900
8555,1,2,2,2,1,0,0,4,4,9,2,2,19,-0.9659258262890684,0.2588190451025203,4.060443010546419,1925
8557,2,2,4,2,2,0,0,4,4,6,10,0,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2000
8561,1,10,4,4,2,0,0,4,3,9,2,1,15,-0.7071067811865471,-0.7071067811865479,3.4657359027997265,1551
8563,1,2,2,3,1,0,0,4,2,5,1,1,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1816
8566,1,7,2,3,2,7,0,4,3,4,1,2,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1650
8568,1,2,5,2,1,0,0,4,2,9,2,1,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1750
8570,1,2,5,2,1,0,0,4,3,9,2,2,20,-0.8660254037844386,0.5000000000000001,3.713572066704308,2025
8572,1,2,2,2,1,0,0,4,4,0,11,1,16,-0.8660254037844384,-0.5000000000000004,3.713572066704308,1600
8574,1,2,2,3,3,0,0,4,4,0,5,2,16,-0.8660254037844384,-0.5000000000000004,3.7376696182833684,1633
8584,1,7,2,2,2,0,0,4,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.31748811353631,2100
8586,2,7,2,2,2,0,0,4,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.31748811353631,2100
8589,14,2,3,6,2,0,0,4,4,9,3,1,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
8591,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
8593,14,2,3,4,1,0,0,4,1,5,3,2,15,-0.7071067811865471,-0.7071067811865479,4.418840607796598,1575
8595,8,11,2,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,4.204692619390966,1433
8599,1,10,4,2,1,0,0,4,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1416
8602,1,8,4,4,1,1,0,4,2,5,5,1,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1900
8604,1,5,1,2,1,0,0,4,4,0,5,0,10,0.49999999999999994,-0.8660254037844387,3.713572066704308,1000
8619,1,3,4,4,1,0,0,4,4,9,4,1,16,-0.8660254037844384,-0.5000000000000004,3.7376696182833684,1658
8623,2,2,4,5,2,0,0,4,4,7,5,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1975
8625,14,2,3,4,1,0,0,4,5,4,4,1,15,-0.7071067811865471,-0.7071067811865479,4.948759890378168,1550
8627,1,2,3,2,1,0,0,4,4,4,5,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
8629,23,9,2,2,0,0,0,4,9999999,9999999,9999999,0,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,975
8631,23,4,2,4,0,0,0,4,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1125
8635,1,10,2,2,1,0,0,4,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,3.5263605246161616,1166
8645,1,10,3,4,1,0,0,4,4,9,2,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1241
8647,1,10,3,6,1,0,0,4,4,9,2,2,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1375
8650,1,10,3,9,1,0,0,4,4,9,2,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
8652,1,2,3,2,1,0,0,4,9999999,5,12,1,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1650
8656,8,2,3,4,0,0,0,4,4,9,2,0,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1650
8664,1,14,1,8,2,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
8666,23,11,2,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
8668,1,5,3,2,1,0,0,4,4,0,10,1,11,0.258819045102521,-0.9659258262890682,3.912023005428146,1100
8670,1,2,4,2,1,0,0,4,9999999,9999999,12,1,15,-0.7071067811865471,-0.7071067811865479,4.418840607796598,1550
8682,1,3,1,11,1,3,0,4,9999999,9999999,9999999,3,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1675
8684,1,6,1,13,1,0,0,4,9999999,9999999,9999999,2,22,-0.5000000000000004,0.8660254037844384,3.7376696182833684,2258
8688,1,2,1,4,1,0,0,4,4,9,1,2,18,-1.0,-1.8369701987210297e-16,3.1354942159291497,1813
8690,1,16,1,6,2,0,0,4,4,9,1,2,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2225
8695,1,2,1,5,2,0,0,4,9999999,9,1,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
8697,2,16,1,7,1,0,0,4,9999999,9,1,2,22,-0.5000000000000004,0.8660254037844384,3.4965075614664802,2200
8700,8,4,3,4,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,4.6913478822291435,1341
8704,1,3,1,4,1,0,0,4,4,0,3,1,12,1.2246467991473532e-16,-1.0,3.6888794541139363,1258
8715,14,2,3,4,1,0,0,4,4,8,2,1,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1700
8717,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,4.605170185988092,1350
8723,1,2,5,2,2,0,0,4,4,4,11,2,17,-0.9659258262890683,-0.25881904510252063,4.68213122712422,1700
8728,1,4,5,3,2,0,0,4,9999999,9999999,5,1,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1625
8734,1,5,1,7,2,0,0,4,4,8,1,1,15,-0.7071067811865471,-0.7071067811865479,4.060443010546419,1558
8738,2,5,1,4,2,0,0,4,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,4.060443010546419,1558
8744,1,10,1,6,2,0,0,4,9999999,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1641
8748,1,2,1,2,1,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,4.189654742026425,1150
8751,2,10,1,5,2,0,0,4,9999999,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1641
8756,1,9,3,4,1,0,0,4,9999999,9999999,9999999,3,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1158
8758,2,4,3,2,2,0,0,4,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,3.912023005428146,1066
8760,1,2,3,2,1,0,0,4,4,5,12,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
8762,1,4,3,4,1,0,0,4,4,5,12,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
8764,1,2,2,2,1,0,0,4,4,0,1,2,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1650
8766,1,2,3,2,1,0,0,4,3,0,1,3,16,-0.8660254037844384,-0.5000000000000004,3.7376696182833684,1683
8772,23,11,3,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1533
8778,1,4,2,4,1,3,0,4,9999999,0,2,1,18,-1.0,-1.8369701987210297e-16,4.189654742026425,1800
8782,14,2,2,6,1,0,0,4,1,9,5,2,18,-1.0,-1.8369701987210297e-16,4.189654742026425,1800
8785,1,10,3,3,3,0,0,4,9999999,5,8,1,12,1.2246467991473532e-16,-1.0,3.5263605246161616,1291
8791,8,2,3,4,0,0,0,4,9999999,8,2,0,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1758
8798,1,2,3,6,3,0,0,4,2,4,1,0,15,-0.7071067811865471,-0.7071067811865479,4.8283137373023015,1575
8806,14,6,4,7,1,0,0,4,1,9,8,1,21,-0.7071067811865477,0.7071067811865474,4.890349128221754,2133
8808,1,2,5,3,3,0,0,4,4,0,2,2,11,0.258819045102521,-0.9659258262890682,4.060443010546419,1175
8810,2,17,5,2,3,0,0,4,9999999,9999999,9999999,2,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1208
8817,14,2,3,6,0,0,0,4,4,9,10,0,15,-0.7071067811865471,-0.7071067811865479,4.31748811353631,1525
8823,14,2,3,8,0,0,0,4,1,0,5,0,17,-0.9659258262890683,-0.25881904510252063,4.290459441148391,1700
8825,2,11,1,4,5,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,4.204692619390966,1458
8829,1,6,3,4,1,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
8833,23,11,1,4,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
8837,1,11,2,4,1,4,0,4,9999999,8,1,1,21,-0.7071067811865477,0.7071067811865474,3.912023005428146,2150
8839,1,4,2,6,1,1,0,4,9999999,8,1,1,23,-0.25881904510252157,0.9659258262890681,4.204692619390966,2308
8841,1,2,2,2,1,0,0,4,4,7,5,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
8843,1,9,2,2,1,0,0,4,9999999,9999999,9999999,3,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
8845,1,9,2,2,1,0,0,4,9999999,9999999,9999999,3,12,1.2246467991473532e-16,-1.0,3.912023005428146,1200
8847,2,15,3,2,3,0,0,4,4,7,1,0,16,-0.8660254037844384,-0.5000000000000004,4.204692619390966,1683
8851,2,2,3,5,2,0,0,4,4,0,5,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
8853,1,9,3,7,0,0,0,4,4,0,5,0,22,-0.5000000000000004,0.8660254037844384,4.68213122712422,2208
8855,1,2,3,2,2,0,0,4,4,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
8857,1,9,3,5,2,0,0,4,4,9999999,9999999,2,22,-0.5000000000000004,0.8660254037844384,4.31748811353631,2200
8861,2,16,3,4,2,0,0,4,4,9999999,9999999,1,9,0.7071067811865476,-0.7071067811865475,4.060443010546419,975
8864,1,12,3,8,1,0,0,4,4,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1525
8869,2,17,3,3,2,0,0,4,9999999,9999999,9999999,2,22,-0.5000000000000004,0.8660254037844384,3.4965075614664802,2233
8871,1,2,2,2,1,0,0,4,1,0,7,1,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1700
8881,8,11,2,4,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,4.430816798843313,1466
8883,8,11,2,4,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,4.465908118654584,1466
8885,1,2,4,2,1,0,0,4,9999999,9999999,9999999,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1875
8891,1,2,4,2,1,0,0,4,4,0,1,1,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1850
8893,1,2,4,2,1,0,0,4,4,0,1,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
8900,1,13,5,7,1,5,0,4,4,0,1,1,20,-0.8660254037844386,0.5000000000000001,4.31748811353631,2000
8902,1,11,5,2,2,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.5263605246161616,1716
